,Real,Predicted
2017-06-30,74571.0,74334.94
2017-07-31,75592.0,74607.83
2017-08-31,76612.0,74945.29
2017-09-30,76455.0,75258.12
2017-10-31,76301.0,75502.59
2017-11-30,75851.0,75699.88
2017-12-31,76832.0,75908.86
2018-01-31,77312.0,76131.06
2018-02-28,77631.0,76337.664
2018-03-31,78105.0,76530.53
2018-04-30,79194.0,76740.98
2018-05-31,80503.0,76959.49
2018-06-30,81839.0,77145.54
2018-07-31,82858.0,77280.58
2018-08-31,83564.0,77386.516
2018-09-30,84892.0,77464.99
2018-10-31,85899.0,77575.04
2018-11-30,87703.0,77715.78
2018-12-31,88240.0,77903.53
2019-01-31,89280.0,78073.445
2019-02-28,90700.0,78250.2
2019-03-31,91477.0,78440.375
2019-04-30,91681.0,78634.82
2019-05-31,90667.0,78812.23
2019-06-30,89700.0,78963.445
2019-07-31,89473.0,79090.81
2019-08-31,89197.0,79206.195
2019-09-30,88925.0,79316.38
2019-10-31,88889.0,79405.92
2019-11-30,88579.0,79482.61
2019-12-31,88475.0,79526.21
2020-01-31,88137.0,79563.37
2020-02-29,87601.0,79579.5
